F1,993,1,1998-03-29 00:00:00
F1,270,1,1998-04-15 00:00:00
F2,324,1,1998-04-16 00:00:00
F2,345,1,1998-04-18 00:00:00
F3,334,1,1998-04-11 00:00:00
F3,295,1,1998-03-25 00:00:00
F4,334,1,1998-04-19 00:00:00
F4,324,1,1998-04-17 00:00:00
F5,290,1,1998-03-24 00:00:00
F5,879,1,1998-04-02 00:00:00
F6,689,1,1998-04-15 00:00:00
F6,879,1,1998-03-24 00:00:00
F7,292,1,1998-04-01 00:00:00
F7,303,1,1998-04-15 00:00:00
F8,262,1,1998-04-08 00:00:00
F8,242,1,1998-04-07 00:00:00
F9,1016,1,1998-03-28 00:00:00
F9,750,1,1998-04-14 00:00:00
F10,345,1,1998-03-28 00:00:00
F10,1012,1,1998-04-19 00:00:00
F11,346,1,1998-03-31 00:00:00
F11,682,1,1998-04-11 00:00:00
F12,262,1,1998-04-19 00:00:00
F12,305,1,1998-04-12 00:00:00
F13,316,1,1998-04-14 00:00:00
F13,305,1,1998-04-20 00:00:00
F14,316,1,1998-03-31 00:00:00
F14,334,1,1998-04-02 00:00:00
F15,334,1,1998-03-26 00:00:00
F15,345,1,1998-04-11 00:00:00
F16,305,1,1998-04-16 00:00:00
F16,343,1,1998-04-21 00:00:00
F17,249,1,1998-03-28 00:00:00
F17,262,1,1998-03-31 00:00:00
F18,993,1,1998-04-12 00:00:00
F18,249,1,1998-04-02 00:00:00
F19,306,1,1998-04-09 00:00:00
F19,311,1,1998-04-07 00:00:00
F20,750,1,1998-04-15 00:00:00
F20,262,1,1998-04-09 00:00:00
F21,249,1,1998-03-27 00:00:00
F21,993,1,1998-04-04 00:00:00
F22,334,1,1998-03-24 00:00:00
F22,895,1,1998-03-31 00:00:00
F23,292,1,1998-04-07 00:00:00
F23,1012,1,1998-03-30 00:00:00
F24,1012,1,1998-04-07 00:00:00
F24,879,1,1998-04-21 00:00:00
F25,249,1,1998-04-10 00:00:00
F25,324,1,1998-03-30 00:00:00
F26,1012,1,1998-04-05 00:00:00
F26,993,1,1998-04-02 00:00:00
F27,303,1,1998-03-28 00:00:00
F27,345,1,1998-03-27 00:00:00
F28,242,1,1998-04-07 00:00:00
F28,305,1,1998-04-17 00:00:00
F29,331,1,1998-04-05 00:00:00
F29,291,1,1998-03-29 00:00:00
F30,291,1,1998-03-27 00:00:00
F30,346,1,1998-04-16 00:00:00
F31,331,1,1998-04-11 00:00:00
F31,887,1,1998-03-30 00:00:00
F32,331,1,1998-03-31 00:00:00
F32,246,1,1998-03-31 00:00:00
F33,993,1,1998-04-18 00:00:00
F33,303,1,1998-04-19 00:00:00
F34,879,1,1998-04-11 00:00:00
F34,262,1,1998-04-04 00:00:00
F35,291,1,1998-03-30 00:00:00
F35,242,1,1998-04-06 00:00:00
F36,689,1,1998-04-19 00:00:00
F36,750,1,1998-04-15 00:00:00
F37,887,1,1998-03-30 00:00:00
F37,750,1,1998-04-17 00:00:00
F38,1012,1,1998-04-09 00:00:00
F38,290,1,1998-04-18 00:00:00
F39,343,1,1998-04-13 00:00:00
F39,324,1,1998-03-26 00:00:00
F40,242,1,1998-03-26 00:00:00
F40,334,1,1998-04-19 00:00:00
F41,1016,1,1998-04-18 00:00:00
F41,345,1,1998-04-13 00:00:00
F42,295,1,1998-03-29 00:00:00
F42,292,1,1998-04-12 00:00:00
F43,316,1,1998-03-29 00:00:00
F43,887,1,1998-03-25 00:00:00
F44,324,1,1998-03-30 00:00:00
F44,311,1,1998-04-18 00:00:00
F45,334,1,1998-04-13 00:00:00
F45,262,1,1998-03-30 00:00:00
F46,345,1,1998-04-17 00:00:00
F46,682,1,1998-04-07 00:00:00
F47,879,1,1998-03-29 00:00:00
F47,246,1,1998-03-27 00:00:00
F48,346,1,1998-04-04 00:00:00
F48,1012,1,1998-04-05 00:00:00
F49,689,1,1998-04-15 00:00:00
F49,354,1,1998-03-28 00:00:00
F50,346,1,1998-04-17 00:00:00
F50,312,1,1998-04-04 00:00:00
F51,305,1,1998-04-06 00:00:00
