F1,260,5,1998-04-20 00:00:00
F1,873,5,1998-04-10 00:00:00
F1,249,5,1998-03-25 00:00:00
F1,291,5,1998-04-06 00:00:00
F1,270,5,1998-04-14 00:00:00
F1,343,5,1998-04-13 00:00:00
F1,334,5,1998-04-14 00:00:00
F1,338,5,1998-04-02 00:00:00
F1,1012,5,1998-04-17 00:00:00
F1,689,5,1998-04-07 00:00:00
F2,343,5,1998-04-11 00:00:00
F2,689,5,1998-03-27 00:00:00
F2,334,5,1998-04-20 00:00:00
F2,873,5,1998-04-05 00:00:00
F2,249,5,1998-04-06 00:00:00
F2,270,5,1998-04-21 00:00:00
F2,338,5,1998-04-17 00:00:00
F2,291,5,1998-04-20 00:00:00
F2,1012,5,1998-04-13 00:00:00
F2,260,5,1998-03-29 00:00:00
F3,270,5,1998-04-16 00:00:00
F3,291,5,1998-04-12 00:00:00
F3,689,5,1998-03-24 00:00:00
F3,343,5,1998-03-25 00:00:00
F3,260,5,1998-04-17 00:00:00
F3,249,5,1998-04-06 00:00:00
F3,338,5,1998-03-31 00:00:00
F3,334,5,1998-04-19 00:00:00
F3,873,5,1998-04-13 00:00:00
F3,1012,5,1998-03-25 00:00:00
F4,249,5,1998-04-07 00:00:00
F4,873,5,1998-04-05 00:00:00
F4,689,5,1998-04-04 00:00:00
F4,334,5,1998-04-21 00:00:00
F4,291,5,1998-04-06 00:00:00
F4,260,5,1998-04-12 00:00:00
F4,338,5,1998-04-01 00:00:00
F4,343,5,1998-04-08 00:00:00
F4,1012,5,1998-04-20 00:00:00
F4,270,5,1998-03-31 00:00:00
F5,291,5,1998-03-30 00:00:00
F5,334,5,1998-04-17 00:00:00
F5,343,5,1998-03-26 00:00:00
F5,260,5,1998-04-16 00:00:00
F5,249,5,1998-03-27 00:00:00
F5,270,5,1998-04-16 00:00:00
F5,1012,5,1998-04-02 00:00:00
F5,338,5,1998-04-14 00:00:00
F5,689,5,1998-04-17 00:00:00
F5,873,5,1998-04-13 00:00:00
F1,460,3.0,1998-03-26 00:00:00
F1,414,3.532258064516129,1998-04-18 00:00:00
F1,598,2.25,1998-04-06 00:00:00
F1,318,4.466442953020135,1998-04-19 00:00:00
F1,960,3.24,1998-03-29 00:00:00
F1,1166,3.1666666666666665,1998-04-18 00:00:00
F1,1391,2.0,1998-04-10 00:00:00
F1,375,1.9565217391304348,1998-03-26 00:00:00
F1,426,2.84375,1998-03-24 00:00:00
F1,322,3.0871559633027523,1998-04-14 00:00:00
F1,330,3.024390243902439,1998-04-08 00:00:00
F1,1318,1.3333333333333333,1998-04-11 00:00:00
F1,297,3.96,1998-04-15 00:00:00
F1,1077,3.125,1998-04-09 00:00:00
F1,1211,3.4166666666666665,1998-03-31 00:00:00
F1,568,3.6478260869565218,1998-04-19 00:00:00
F1,981,1.75,1998-03-26 00:00:00
F1,876,2.702127659574468,1998-04-12 00:00:00
F1,116,3.824,1998-04-09 00:00:00
F1,1459,3.5714285714285716,1998-03-29 00:00:00
F1,1021,3.8157894736842106,1998-04-07 00:00:00
F1,352,2.1153846153846154,1998-04-01 00:00:00
F1,660,3.764705882352941,1998-04-04 00:00:00
F1,327,3.3771428571428572,1998-03-26 00:00:00
F1,1468,3.3333333333333335,1998-04-17 00:00:00
F1,1207,2.2941176470588234,1998-03-31 00:00:00
F1,530,4.025,1998-04-12 00:00:00
F1,1047,2.8358208955223883,1998-03-30 00:00:00
F1,1151,2.142857142857143,1998-04-03 00:00:00
F1,1377,3.25,1998-03-25 00:00:00
F1,553,3.2857142857142856,1998-03-29 00:00:00
F1,1650,4.0,1998-04-16 00:00:00
F1,899,3.4444444444444446,1998-03-26 00:00:00
F1,838,2.75,1998-04-07 00:00:00
F1,1537,4.0,1998-04-16 00:00:00
F1,1250,1.5,1998-03-27 00:00:00
F1,746,3.6638655462184873,1998-03-24 00:00:00
F1,1428,3.6666666666666665,1998-04-19 00:00:00
F1,299,2.9315068493150687,1998-04-09 00:00:00
F1,385,3.5625,1998-03-26 00:00:00
F2,1428,3.6666666666666665,1998-03-29 00:00:00
F2,960,3.24,1998-04-10 00:00:00
F2,1207,2.2941176470588234,1998-03-25 00:00:00
